asin,title,category,price,image_url,amazon_url,features,description,slug
B001STX13U,Purina Fancy Feast Grilled Wet Cat Food Seafood Collection in Wet Cat Food Variety Pack - (Pack of 24) 3 oz. Cans,Food,22.86,https://m.media-amazon.com/images/I/81K7YvcfLpL._AC_UL320_.jpg,https://www.amazon.com/dp/B001STX13U?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,Purina Fancy Feast Grilled Wet Cat Food Seafood Collection in Wet Cat Food Variety Pack - (Pack of 24) 3 oz. Cans — a top-rated food pick for cat parents. Order on Amazon with fast shipping.,purina-fancy-feast-grilled-wet-cat-food-seafood-collection-in-wet-cat-food-varie-2
B0CMVCJ4F1,"Wellness WHIMZEES Cat Dental Treats, Freshens Breath, Chicken and Salmon Flavor, 4.5 oz Bag",Treats,5.51,https://m.media-amazon.com/images/I/71lqjB8cD-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CMVCJ4F1?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Wellness WHIMZEES Cat Dental Treats, Freshens Breath, Chicken and Salmon Flavor, 4.5 oz Bag — a top-rated treats pick for cat parents. Order on Amazon with fast shipping.",wellness-whimzees-cat-dental-treats-freshens-breath-chicken-and-salmon-flavor-4
B0F4QR6B3V,"Ceramic Cat Water Fountain, 2.2L/74oz Automatic Pet Drinking Fountain for Indoor Cats and Small Dogs, Ultra Quiet, BPA-Free, Cat Water Dispenser with Filter – Easy to Clean",Feeders,35.99,https://m.media-amazon.com/images/I/61u6goseDGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0F4QR6B3V?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Ceramic Cat Water Fountain, 2.2L/74oz Automatic Pet Drinking Fountain for Indoor Cats and Small Dogs, Ultra Quiet, BPA-Free, Cat Water Dispenser with Filter – Easy to Clean — a top-rated feeders pick for cat parents. Order on Amazon with fast shipping.",ceramic-cat-water-fountain-2-2l-74oz-automatic-pet-drinking-fountain-for-indoor
B0F7XLZVNF,"Pecute Cat Backpack Carrier, Large Space Cat Bubble Backpack, Breathable Cat Carrier, Shaded Dog Backpack Carrier, Ergonomic 3D Design for Travel, Hiking, Walk, Suitable for Shopping, Car, Vet, Green",Carriers,39.99,https://m.media-amazon.com/images/I/81zR5lSE0kL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0F7XLZVNF?tag=captaincatnip-20,"Pet mobile safe house: This cat bubble backpack is strong and wide, with durable fabric, large space and convenient storage. It can not only resist animal bites, but also prevent the cat backpack from collapsing and squeezing the pet. All zippers are equipped with locks,and built-in safety leash ensuring the safety of pets and preventing them from escaping, while also allowing owners to take their pets out with peace of mind.|Breathable cat backpack that can block UV rays: The large mesh on both sides of the cat carrier allows natural wind to pass through easily, making the air inside the backpack smooth and comfortable. Lowering the waterproof sunshade can block UV rays from directly entering the cat bag.|Comfortable Carrying Experience: There is no pulling feeling when carrying the cat, and you don’t need to bend down when carrying it. The one-piece EVA 3D ergonomic backplate fits the back and improves the breathability of the back.Made with high-quality materials, it has no pungent chemical odor. A good cat backpack not only serves pets, but also serves pet owners.|Thoughtful Features: Includes front and side storage pockets for carrying pet essentials, snacks, leashes, waste bags, or medical records. The pet backpack is foldable for easy storage—when folded, it becomes slim enough to fit into a drawer, saving space. Comfortable and soft padding brings a good outing experience for pets. The padding can be removed for machine washing easly.|Friendly Reminder: Pets weighing around 6.6-8.8lbs(3-4kg) will find it more comfortable. Before purchasing, please measure your pet's size.The dimensions of the dog backpack are:16.5""×12.6""×10.2"" (42×32×26cm) . Suitable for cats under 13.2lbs(6KG); suitable for dogs under 11lbs(5KG) with a body length not exceeding 16.4""(40cm). Pets under 6.6lbs(3kg) will have plenty of room.","Pet mobile safe house: This cat bubble backpack is strong and wide, with durable fabric, large space and convenient storage. It can not only resist animal bites, but also prevent the cat backpack from collapsing and squeezing the pet. All zippers are equipped with locks,and built-in safety leash ensuring the safety of pets and preventing them from escaping, while also allowing owners to take their pets out with peace of mind. Breathable cat backpack that can block UV rays: The large mesh on both sides of the cat carrier allows natural wind to pass through easily, making the air inside the back",pecute-cat-backpack-carrier-large-space-cat-bubble-backpack-breathable-cat-carri-2
B0H4PW4PWY,"LIKIMIO 41.7"" Tall Cat Scratching Post – 6.2"" Extra-Thick Sisal Scratcher with Top Platform & Stable Base, Heavy Duty Natural Sisal Post Scratcher for Indoor Large Cats, Gray + 3 Hanging Balls",Scratchers,44.99,https://m.media-amazon.com/images/I/71fvUbyOXHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0H4PW4PWY?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"LIKIMIO 41.7"" Tall Cat Scratching Post – 6.2"" Extra-Thick Sisal Scratcher with Top Platform & Stable Base, Heavy Duty Natural Sisal Post Scratcher for Indoor Large Cats, Gray + 3 Hanging Balls — a top-rated scratchers pick for cat parents. Order on Amazon with fast shipping.",likimio-41-7-tall-cat-scratching-post-6-2-extra-thick-sisal-scratcher-with-top-p
B0H26B64JQ,"Kitty Curls Cat Toys Foldable Accordion Honeycomb Cat Scratching Board Toy with Ball - for Indoor Cats & Kittens, Twisty Paws cat Toy(1pcs)",Toys,9.99,https://m.media-amazon.com/images/I/71xAMM13fXL._AC_SL1200_.jpg,https://www.amazon.com/dp/B0H26B64JQ?tag=captaincatnip-20,"Versatile Play Options: Yangmu twisty paws cat toys are designed with multiple ways to play, engaging cats through various means. Their thick magnet design allows for easy assembly and disassembly, ensuring convenient storage, making them an ideal gift for cat owners.|Safe & Durable Material: Crafted from high - grade, eco - friendly corrugated paper, the toys feature a honeycomb - shaped, thickened design with closely - spaced gaps. This construction not only makes the toys robust and long - lasting but also gentle on cats' claws.|Shape - changing Entertainment: The cat toy's organic structure enables it to transform when exposed to external force, providing numerous playing methods. It's easy to store and takes up minimal space, keeping cats excited and entertained.|Authentic Scratching Experience: The encrypted and thickened corrugated paper used in the kitty cat kurlz accordion scratcher mimics the texture of tree bark, offering a top - notch scratching experience. This distinct tactile feel makes the scratching pad highly appealing to cats.|Enhanced Companionship: To keep cats entertained when owners are away, each toy comes with a bell - ball and interactive catnip. This ensures that cats always have an engaging activity, making the toy a great feline companion.","Versatile Play Options: Yangmu twisty paws cat toys are designed with multiple ways to play, engaging cats through various means. Their thick magnet design allows for easy assembly and disassembly, ensuring convenient storage, making them an ideal gift for cat owners. Safe & Durable Material: Crafted from high - grade, eco - friendly corrugated paper, the toys feature a honeycomb - shaped, thickened design with closely - spaced gaps. This construction not only makes the toys robust and long - lasting but also gentle on cats' claws.",kitty-curls-cat-toys-foldable-accordion-honeycomb-cat-scratching-board-toy-with
B0CJFQKNQ9,"Cat Harness and Leash Set - Escape Proof Adjustable Cat Harness, Comfortable Soft Lightweight, Use Safe & Easy, Walking Travel Kitten Harness for Small Medium Large Cats (Hawaii Green)",Collars,12.99,https://m.media-amazon.com/images/I/81W+omkOlLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CJFQKNQ9?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Cat Harness and Leash Set - Escape Proof Adjustable Cat Harness, Comfortable Soft Lightweight, Use Safe & Easy, Walking Travel Kitten Harness for Small Medium Large Cats (Hawaii Green) — a top-rated collars pick for cat parents. Order on Amazon with fast shipping.",cat-harness-and-leash-set-escape-proof-adjustable-cat-harness-comfortable-soft-l
B0002MKBWI,Petmate Organic Catnip - Hoots Zoom Around the Room Catnip - Grown & Harvested in USA 0.5oz pouch,Catnip,5.23,https://m.media-amazon.com/images/I/71fopOd06XL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0002MKBWI?tag=captaincatnip-20,"Made with only the best parts of the catnip plant, our Zoom Around the Room Oraganic Catnip contains only the leaf & flower|Zoom on, little floor muffins! This fantastic catnip can be added to your kitty's favorite toy or just given to them as a treat|Keep it fresh! This organic catnip comes in a zip-sealed plastic bag for a longer shelf life|Revive old cat toys by rubbing a pinch of catnip right on the toy or simply shake toys in a bag with catnip to bring out that new scent; also works on scratching posts|Bag contains 0.5 ounces of 100% organic catnip and safe for all cat life stages","Chock-full of only the best parts of the catnip plant, our Zoom Around the Room high-test organic catnip contains only the leaf and the flower...making it some pretty kitty-luring green stuff! It’s just the stuff to get any party started! Zoom on, little floor muffins!! Can be used on your cat's favorite toy or just give 'em the nip. Comes in a zip-sealed plastic bag for ultimate freshness!",petmate-organic-catnip-hoots-zoom-around-the-room-catnip-grown-harvested-in-usa
B07FBMY453,"BYETOO Pet Dog Cat Grooming Glove with 261Tips,Gentle Deshedding Brush Glove,Efficient Pet Hair Remover Mitt,Massage Tool with Enhanced Five Finger Design,for Dog,Cat,Rabbit,Horse with Long/Short Fur",Grooming,6.99,https://m.media-amazon.com/images/I/71cxfZIi2DL._AC_UL320_.jpg,https://www.amazon.com/dp/B07FBMY453?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"BYETOO Pet Dog Cat Grooming Glove with 261Tips,Gentle Deshedding Brush Glove,Efficient Pet Hair Remover Mitt,Massage Tool with Enhanced Five Finger Design,for Dog,Cat,Rabbit,Horse with Long/Short Fur — a top-rated grooming pick for cat parents. Order on Amazon with fast shipping.",byetoo-pet-dog-cat-grooming-glove-with-261tips-gentle-deshedding-brush-glove-eff
B0FG1CG8SD,"Cat Wall Shelf with Curved Hammock Bed, Wall Mounted Cat Perch with Beige Soft Foam Cushion, Floating Wall Furniture for Climbing, Sleeping & Lounging",Furniture,28.99,https://m.media-amazon.com/images/I/819FOHLBsaL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FG1CG8SD?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Cat Wall Shelf with Curved Hammock Bed, Wall Mounted Cat Perch with Beige Soft Foam Cushion, Floating Wall Furniture for Climbing, Sleeping & Lounging — a top-rated furniture pick for cat parents. Order on Amazon with fast shipping.",cat-wall-shelf-with-curved-hammock-bed-wall-mounted-cat-perch-with-beige-soft-fo
B0H2GVZKQR,"SHA CERLIN 82 inch, Multi-Level Cat Tree Tower for Indoor Cats, Cat Condo with Sisal Scratching Posts, Plush Perches, Hammocks, Toy Balls, Dark Grey",Trees,109.98,https://m.media-amazon.com/images/I/81k6Z+nI0NL._AC_UL320_.jpg,https://www.amazon.com/dp/B0H2GVZKQR?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"SHA CERLIN 82 inch, Multi-Level Cat Tree Tower for Indoor Cats, Cat Condo with Sisal Scratching Posts, Plush Perches, Hammocks, Toy Balls, Dark Grey — a top-rated trees pick for cat parents. Order on Amazon with fast shipping.",sha-cerlin-82-inch-multi-level-cat-tree-tower-for-indoor-cats-cat-condo-with-sis
B004EA2OBK,"ProDen PlaqueOff Powder for Cats - Plaque & Tartar Reducer, Breath Freshener, Feline Oral Care - 40g",Health,15.90,https://m.media-amazon.com/images/I/71c18qW6fWL._AC_UL320_.jpg,https://www.amazon.com/dp/B004EA2OBK?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"ProDen PlaqueOff Powder for Cats - Plaque & Tartar Reducer, Breath Freshener, Feline Oral Care - 40g — a top-rated health pick for cat parents. Order on Amazon with fast shipping.",proden-plaqueoff-powder-for-cats-plaque-tartar-reducer-breath-freshener-feline-o
B0DR5PDH79,"Amazon Basics Cat Cave Bed, 2-in-1 Foldable House for Indoor Cats, with Washable Cushion and Non-Slip Base, 15 x 15 Inches, Small",Beds,22.93,https://m.media-amazon.com/images/I/81KSXnH-2GL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DR5PDH79?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Amazon Basics Cat Cave Bed, 2-in-1 Foldable House for Indoor Cats, with Washable Cushion and Non-Slip Base, 15 x 15 Inches, Small — a top-rated beds pick for cat parents. Order on Amazon with fast shipping.",amazon-basics-cat-cave-bed-2-in-1-foldable-house-for-indoor-cats-with-washable-c
B09P32SSRL,"ARM & Hammer Clump & Seal Platinum Cat Litter, Multi-Cat Clumping Litter Forms Rock-Hard Clumps, Powerful Odor Eliminators with Baking Soda, 14-Day Odor Control, 18 lbs",Litter,17.99,https://m.media-amazon.com/images/I/8145dPimX4L._AC_UL320_.jpg,https://www.amazon.com/dp/B09P32SSRL?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"ARM & Hammer Clump & Seal Platinum Cat Litter, Multi-Cat Clumping Litter Forms Rock-Hard Clumps, Powerful Odor Eliminators with Baking Soda, 14-Day Odor Control, 18 lbs — a top-rated litter pick for cat parents. Order on Amazon with fast shipping.",arm-hammer-clump-seal-platinum-cat-litter-multi-cat-clumping-litter-forms-rock-h
B001STPJJO,Fancy Feast Poultry and Beef Feast Classic Pate Collection Grain Free Wet Cat Food Variety Pack - (Pack of 24) 3 oz. Cans,Food,22.86,https://m.media-amazon.com/images/I/81mxaO5jH3L._AC_UL320_.jpg,https://www.amazon.com/dp/B001STPJJO?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,Fancy Feast Poultry and Beef Feast Classic Pate Collection Grain Free Wet Cat Food Variety Pack - (Pack of 24) 3 oz. Cans — a top-rated food pick for cat parents. Order on Amazon with fast shipping.,fancy-feast-poultry-and-beef-feast-classic-pate-collection-grain-free-wet-cat-fo
B07SYVPK7B,"Greenies Feline Smartbites, Cat Treats Healthy Recipe, Indoor Cat Treats, Tuna Flavor, 16 oz. Tub",Treats,19.98,https://m.media-amazon.com/images/I/81VFyakVvBL._AC_UL320_.jpg,https://www.amazon.com/dp/B07SYVPK7B?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Greenies Feline Smartbites, Cat Treats Healthy Recipe, Indoor Cat Treats, Tuna Flavor, 16 oz. Tub — a top-rated treats pick for cat parents. Order on Amazon with fast shipping.",greenies-feline-smartbites-cat-treats-healthy-recipe-indoor-cat-treats-tuna-flav
B0GQBGTQTQ,18L/4.76 Gal Extra Large Dog Water Fountain Stainless Steel Quiet Pet Automatic Water Fountain for Large Dogs with Deeper Wider Drinking Bowl and Visible Level Window for Multi-pet Household,Feeders,76.99,https://m.media-amazon.com/images/I/71pEZa+RfUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0GQBGTQTQ?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,18L/4.76 Gal Extra Large Dog Water Fountain Stainless Steel Quiet Pet Automatic Water Fountain for Large Dogs with Deeper Wider Drinking Bowl and Visible Level Window for Multi-pet Household — a top-rated feeders pick for cat parents. Order on Amazon with fast shipping.,18l-4-76-gal-extra-large-dog-water-fountain-stainless-steel-quiet-pet-automatic
B0FJCQ5GWH,Vivicreate Large Cat Backpack Carrier for Travel and Hiking Transparent Pet Bubble Backpack for Cats up to 20lbs with Ventilation and Padded Straps Mochila para Gatos transportadora mascotas (Pink),Carriers,21.99,https://m.media-amazon.com/images/I/81mx+-Q4DLL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0FJCQ5GWH?tag=captaincatnip-20,"🔥✔️ Transparent Front Bubble Design Lets your cat enjoy the view while reducing anxiety in unfamiliar environments. Diseño frontal transparente que permite a tu gato ver el exterior y reduce el estrés.|🔥✔️ Breathable and Ventilated Equipped with multiple air holes and mesh sides to promote airflow and prevent overheating. Con orificios de aire y laterales de malla para garantizar una ventilación adecuada.|🔥✔️ Ergonomic Shoulder Straps with Chest Buckle Adjustable padded straps reduce pressure on your shoulders for comfortable long-term wear. Tirantes acolchados y ajustables con hebilla de pecho para mayor comodidad al llevarla.|🔥✔️ Spacious and Durable Build Holds pets up to 13 lbs with a sturdy base and scratch-resistant shell. Espaciosa y resistente, soporta mascotas de hasta 6 kg sin deformarse.|🔥✔️ Multipurpose for Travel and Daily Use Perfect for travel, outdoor walks, hiking, and vet visits—stylish and functional. Ideal para viajes, caminatas, visitas al veterinario y uso diario.",🔥✔️ Transparent Front Bubble Design Lets your cat enjoy the view while reducing anxiety in unfamiliar environments. Diseño frontal transparente que permite a tu gato ver el exterior y reduce el estrés. 🔥✔️ Breathable and Ventilated Equipped with multiple air holes and mesh sides to promote airflow and prevent overheating. Con orificios de aire y laterales de malla para garantizar una ventilación adecuada.,vivicreate-large-cat-backpack-carrier-for-travel-and-hiking-transparent-pet-bubb
B0921T6QFC,"MECOOL 34” Tall Cat Scratching Post Premium Basics Kitten Scratcher Sisal Scratch Posts Trees with Hanging Ball for Indoor Cats, Beige",Scratchers,22.49,https://m.media-amazon.com/images/I/61NyTXaUWOS._AC_UL320_.jpg,https://www.amazon.com/dp/B0921T6QFC?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"MECOOL 34” Tall Cat Scratching Post Premium Basics Kitten Scratcher Sisal Scratch Posts Trees with Hanging Ball for Indoor Cats, Beige — a top-rated scratchers pick for cat parents. Order on Amazon with fast shipping.",mecool-34-tall-cat-scratching-post-premium-basics-kitten-scratcher-sisal-scratch
B0DLRH694Y,"BABORUI Interactive Cat Toy Ball - Automatic Interactive Cat Toys for Indoor Cats with 3 Tails, 2 Speeds Rechargeable Cat Enrichment Toys for Small/Medium/Large Cats to Keep Them Busy(Blue)",Toys,9.98,https://m.media-amazon.com/images/I/71WDlQPY9uL._AC_SL1500_.jpg,https://www.amazon.com/dp/B0DLRH694Y?tag=captaincatnip-20,"A NEW CHOICE FOR INDOOR ENTERTAINMENT: Endless fun for your cat! Designed for indoor environments, this interactive toy ball rolls quickly across the carpet and emits an appealing cat-attracting chittering sound. Not only does it stimulate your cat's hunting instincts, it also allows them to enjoy outdoor chasing indoors while reducing the risk of furniture scratching|INTELLIGENT INTERACTION AND FUN: This automatic cat toy is your pet's new playmate. It has two modes: ① Normal mode (green light), which runs for five minutes and then automatically shuts off. ② Intelligent mode (blue light), after running for five minutes the exercise ball automatically enters the dormant mode, when your cat touches it again, the exerciser will interact with your cat again. So whether it's a long game or a short interaction, this interactive cat ball meets the needs of both you and your pet, allowing your pet to entertain itself while you're busy|TWO SPEEDS FREELY SWITCHING: The BABORUI interactive cat toy offers two speeds, fast and slow, which can be freely switched at any time. Even if your cat is cute and short-legged, it can still keep up with the pace of the exercise ball|TRIPLE FUN, TRIPLE HAPPINESS: This cat toys for indoor cats comes with three fun tails that provide your cat with triple the fun. They can have endless fun chasing and catching the ball, while the sound of the bells on the tails will further stimulate their curiosity and desire to chase|SAFE MATERIAL, LASTING AND DURABLE: We understand that your pet's safety is of utmost importance to you. The shell of this kitten toys is made of safe silicone material, so you don't need to worry even if your pet chews it. The durable design means it can withstand daily wear and tear, providing long-lasting companionship for you and your pet","A NEW CHOICE FOR INDOOR ENTERTAINMENT: Endless fun for your cat! Designed for indoor environments, this interactive toy ball rolls quickly across the carpet and emits an appealing cat-attracting chittering sound. Not only does it stimulate your cat's hunting instincts, it also allows them to enjoy outdoor chasing indoors while reducing the risk of furniture scratching INTELLIGENT INTERACTION AND FUN: This automatic cat toy is your pet's new playmate. It has two modes: ① Normal mode (green light), which runs for five minutes and then automatically shuts off. ② Intelligent mode (blue light), aft",baborui-interactive-cat-toy-ball-automatic-interactive-cat-toys-for-indoor-cats
B0CQN6RYDY,"BEAUTYZOO Cat Harness and Leash Set for Walking Escape Proof, Neck Release Adjustable Harness for Kitten Puppy Small Medium Large Cats, Soft Cute Easy Control Small Cat Harness for Cats Boy and Girls",Collars,15.19,https://m.media-amazon.com/images/I/717Px8ou7fL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CQN6RYDY?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"BEAUTYZOO Cat Harness and Leash Set for Walking Escape Proof, Neck Release Adjustable Harness for Kitten Puppy Small Medium Large Cats, Soft Cute Easy Control Small Cat Harness for Cats Boy and Girls — a top-rated collars pick for cat parents. Order on Amazon with fast shipping.",beautyzoo-cat-harness-and-leash-set-for-walking-escape-proof-neck-release-adjust
B07H3WN2B7,"from The Field | Fine Ground Stalkless Catnip | Premium USA-Grown Catnip for Toys & Playtime | Fresh, Potent, Non-Toxic, Eco-Friendly | Safe for Kittens & Cats | Resealable 10 Oz Bag",Catnip,18.99,https://m.media-amazon.com/images/I/91HNkaAJX8L._AC_SL1500_.jpg,https://www.amazon.com/dp/B07H3WN2B7?tag=captaincatnip-20,"CAPTIVATE YOUR CAT with aromatic From the Field Catnip. Fresh, potent and non-toxic, it gives your feline a euphoric feeling that may help ease stress and encourage exercise for overall well-being.|SMOOTH, STALKLESS cat nip has been finely ground to a velvety texture from mature cat grass. From the Field Catnip is packed with full-bodied essential oils and blooms that contain natural Nepetalactone.|GROWN IN THE USA in picturesque Washington State, our catnip offers safe cat entertainment. It can be used to refresh your pet’s favorite catnip toys or as a non-calorie alternative to cat treats.|FRESH AND POTENT From the Field Catnip comes in a resealable container to prolong its powerful effects. A pinch provides hours of fun and dissuades your cat from shredding furniture out of boredom.|FOR ALL AGES of kittens and cats, our enthralling cat nip is a must-have addition to new kitten accessories. Promoting physical activity, it also belongs among your cat essentials for indoor cats.","Experience the finesse of our Fine Ground Stalkless Catnip, a meticulously crafted blend of leaves and flowers with minimal stem content (under 2mm), perfect for enhancing your cat's toys and playtime. This fine-textured catnip fits seamlessly into any toy design and is economically priced, making it ideal not only for filling toys but also for stimulating active play. The distinctive black specks are heat-sterilized catnip seeds, which promote natural growth and robust spread like their mint family relatives",from-the-field-fine-ground-stalkless-catnip-premium-usa-grown-catnip-for-toys-pl
B0FW4JR768,Cat Grooming Gloves for Shedding – Pet Hair Remover Set with Self-Cleaning Mitt – 2 Deshedding Gloves + 1 Reusable Cleaning Mitt for Cats & Dogs – Long & Short Hair Deshedder,Grooming,17.99,https://m.media-amazon.com/images/I/81I-jMhuSYL._AC_UL320_.jpg,https://www.amazon.com/dp/B0FW4JR768?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,Cat Grooming Gloves for Shedding – Pet Hair Remover Set with Self-Cleaning Mitt – 2 Deshedding Gloves + 1 Reusable Cleaning Mitt for Cats & Dogs – Long & Short Hair Deshedder — a top-rated grooming pick for cat parents. Order on Amazon with fast shipping.,cat-grooming-gloves-for-shedding-pet-hair-remover-set-with-self-cleaning-mitt-2
B0DRVLPQ15,"FUKUMARU Cat Wall Shelves, Stable & Safe 4 in 1 Cat Walls Furniture Set, Wooden Kitten Climbing Wall with Scratching Post for 16 Inch Drywall - Beige",Furniture,69.80,https://m.media-amazon.com/images/I/81AEGQwEbKL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DRVLPQ15?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"FUKUMARU Cat Wall Shelves, Stable & Safe 4 in 1 Cat Walls Furniture Set, Wooden Kitten Climbing Wall with Scratching Post for 16 Inch Drywall - Beige — a top-rated furniture pick for cat parents. Order on Amazon with fast shipping.",fukumaru-cat-wall-shelves-stable-safe-4-in-1-cat-walls-furniture-set-wooden-kitt
B0GMX4ZVK1,"Sweetcrispy 54 Inch Cats Tree Tower, Multi-Level with Scratching Post, Indoor Cat Tree Condo with Climbing Ladder, Plush Toy, Play House for Kittens, Pink",Trees,37.93,https://m.media-amazon.com/images/I/61vHXsC7I5L._AC_SL1500_.jpg,https://www.amazon.com/dp/B0GMX4ZVK1?tag=captaincatnip-20,"Multi-Function Design: This grey cat tree is a versatile playground for your feline friend. With three climbable platforms, cat tower for indoor cats offers endless adventure and exploration. When it’s time to rest, the two cozy cat condos provide a warm, private haven for relaxation|Cat's Entertainment Hub: Featuring three sisal rope pillars, cat tower with scratching post satisfies natural scratching instincts while the dangling balls with bells mimic the thrill of the hunt. A thoughtfully designed climbing ramp adds an extra layer of fun to their playtime|High-Quality Material: Constructed with pet-friendly materials, this cat tree for indoor cat features thick plush fabric for comfort, natural sisal-wrapped posts for durability, and a reinforced baseboard for stability|Stable & Space-Saving: With a compact footprint of 50x50cm, this tall cat tower maximizes vertical space for 3-4 cats to play. The included anti-tilt device ensures added stability, keeping your pets safe|Easy Assembly: Assembly is a breeze with the included manual and tools. Each part is labeled with a number that corresponds to the instructions in the manual, ensuring a straightforward assembly process. Kitty tree for indoor cats takes about 40 minutes to set up, and a video tutorial is available for guidance","Multi-Function Design: This grey cat tree is a versatile playground for your feline friend. With three climbable platforms, cat tower for indoor cats offers endless adventure and exploration. When it’s time to rest, the two cozy cat condos provide a warm, private haven for relaxation Cat's Entertainment Hub: Featuring three sisal rope pillars, cat tower with scratching post satisfies natural scratching instincts while the dangling balls with bells mimic the thrill of the hunt. A thoughtfully designed climbing ramp adds an extra layer of fun to their playtime",sweetcrispy-54-inch-cats-tree-tower-multi-level-with-scratching-post-indoor-cat-2
B000IZPY3K,"VetriScience Dental Care Powder for Dogs & Cats – Helps Reduce Plaque & Tartar Buildup, Clean Teeth & Fresher Breath, Clinically Tested, Vet-Formulated Oral Supplement, 4.2 oz",Health,23.70,https://m.media-amazon.com/images/I/71CMa5+x9iL._AC_UL320_.jpg,https://www.amazon.com/dp/B000IZPY3K?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"VetriScience Dental Care Powder for Dogs & Cats – Helps Reduce Plaque & Tartar Buildup, Clean Teeth & Fresher Breath, Clinically Tested, Vet-Formulated Oral Supplement, 4.2 oz — a top-rated health pick for cat parents. Order on Amazon with fast shipping.",vetriscience-dental-care-powder-for-dogs-cats-helps-reduce-plaque-tartar-buildup
B078NJM2CT,"MEOWFIA Cat Cave – Premium Felt Cat Bed Enclosure for Indoor Cats, Handmade Merino Wool (Light Gray, Medium)",Beds,39.99,https://m.media-amazon.com/images/I/71Gpf-WUsVL._AC_UL320_.jpg,https://www.amazon.com/dp/B078NJM2CT?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"MEOWFIA Cat Cave – Premium Felt Cat Bed Enclosure for Indoor Cats, Handmade Merino Wool (Light Gray, Medium) — a top-rated beds pick for cat parents. Order on Amazon with fast shipping.",meowfia-cat-cave-premium-felt-cat-bed-enclosure-for-indoor-cats-handmade-merino
B0DJDNXZYF,"Fresh Step Heavy Duty Odor Block Advanced Multi Cat Clumping Litter with Febreze, 17.5 lb (Package May Vary)",Litter,18.40,https://m.media-amazon.com/images/I/81BcD+lbecL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DJDNXZYF?tag=captaincatnip-20,Trusted Amazon-listed product|Highly rated by cat owners|Ships fast via Amazon,"Fresh Step Heavy Duty Odor Block Advanced Multi Cat Clumping Litter with Febreze, 17.5 lb (Package May Vary) — a top-rated litter pick for cat parents. Order on Amazon with fast shipping.",fresh-step-heavy-duty-odor-block-advanced-multi-cat-clumping-litter-with-febreze
